4Q0dUYZ5kucgYQN5LZNO96;Fame - Instrumental Version;32;321693;0;Michael Gore|Dean Pitchford;1lJoWWtbloeRGJFGei5UZe|4lcQ8hgPWSGcYGIxq5NUyS;1980-05-16;0.739;0.701;7;-10.24;0;0.0289;0.00289;0.000899;0.0482;0.914;130.487;4
0m18oxCdpNyu873hlzTtkG;Θα σε κλέψω;0;92415;0;Χρυσούλα Στίνη|Μ.Χάλαρης|Ι.Δέδες;39JYzBlm7K9zKCrvptZVvJ|5FLp8gWYaAZxP2k6BZ8cPZ|7jLKTlZRG1LxxXtRMGucj2;1950-01-01;0.616;0.406;7;-9.996;0;0.0455;0.981;0.000363;0.187;0.83;130.878;4
27XJLa2vdfvo9LvUoRcFda;Goal!;58;180000;0;AVINCOLA;1z2n12qPNckf4VgX4HdzcC;2020-11-05;0.79;0.58;0;-6.795;1;0.0304;0.0733;1.37e-06;0.081;0.774;132.031;4
5u2CGE12yHEdpWz8e2FAmY;Would Ya;0;175199;0;The Blue 7|Clarence Williams;520ECl43J0n7R2PtRBsbdd|5zjKpiCCiuKiT6uhSt7aFe;1927;0.629;0.487;0;-5.767;0;0.0329;0.995;0.865;0.112;0.81;104.552;4 6ASfi9GFVSD5BEHM5u8pfF;Baby Won't You Please Come Home?;0;177002;0;The Blue 7|Clarence Williams;520ECl43J0n7R2PtRBsbdd|5zjKpiCCiuKiT6uhSt7aFe;1927;0.559;0.522;7;-4.316;1;0.0554;0.987;0.859;0.323;0.843;172.316;4 6L21gui0Hzy2xYYEgN3wiF;Close Fit Blues;0;186536;0;The Blue 7|Clarence Williams;520ECl43J0n7R2PtRBsbdd|5zjKpiCCiuKiT6uhSt7aFe;1927;0.641;0.186;10;-9.977;1;0.0441;0.989;0.078;0.254;0.5;100.041;4
0ZarANzqzsYMgZ52MF0ujB;Kaw Liga Boogie;0;162666;0;Freddy Sunder;5mm1xCeYvdVhJjvn28GOz7;1953;0.71;0.368;11;-15.439;0;0.0411;0.974;0.00136;0.107;0.698;100.64;4
