1lJoWWtbloeRGJFGei5UZe;436.0;-;Michael Gore;22
7jLKTlZRG1LxxXtRMGucj2;0.0;-;Ι.Δέδες;0
1z2n12qPNckf4VgX4HdzcC;2094.0;-;AVINCOLA;44
520ECl43J0n7R2PtRBsbdd;0.0;-;The Blue 7;0
5mm1xCeYvdVhJjvn28GOz7;34.0;-;Freddy Sunder;0
